Section,Content
Pre-or-Post-Chorus 100,And me lyrics a provide electricity
Pre-or-Post-Chorus 101,Gal nobody can tell you nuttinâ€™
Pre-or-Post-Chorus 102,Can you done know your destiny
Pre-or-Post-Chorus 103,Get crunked up
Pre-or-Post-Chorus 104,Percolate anything you want to call it
Pre-or-Post-Chorus 105,Oscillate you hip and donâ€™t take pity
Pre-or-Post-Chorus 106,Me want fi see you get live â€˜pon the riddim when me ride
Pre-or-Post-Chorus 107,And me lyrics a provide electricity
Pre-or-Post-Chorus 108,Gal nobody can tell you nuttinâ€™
Pre-or-Post-Chorus 109,Can you done know your destiny
Pre-or-Post-Chorus 110,Percolate anything you want to call it
Pre-or-Post-Chorus 111,Oscillate you hip and donâ€™t take pity
Pre-or-Post-Chorus 112,Me want fi see you get live â€˜pon the riddim when me ride
Pre-or-Post-Chorus 113,And me lyrics a provide electricity
Pre-or-Post-Chorus 114,Gal nobody can tell you nuttinâ€™
Pre-or-Post-Chorus 115,Can you done know your destiny
Pre-or-Post-Chorus 116,Oscillate you hip and donâ€™t take pity
Pre-or-Post-Chorus 117,Me want fi see you get live â€˜pon the riddim when me ride
Pre-or-Post-Chorus 118,And me lyrics a provide electricity
Pre-or-Post-Chorus 119,Gal nobody can tell you nuttinâ€™
Pre-or-Post-Chorus 120,Can you done know your destiny
Pre-or-Post-Chorus 121,Me want fi see you get live â€˜pon the riddim when me ride
Pre-or-Post-Chorus 122,And me lyrics a provide electricity
Pre-or-Post-Chorus 123,Gal nobody can tell you nuttinâ€™
Pre-or-Post-Chorus 124,Can you done know your destiny
Pre-or-Post-Chorus 125,And me lyrics a provide electricity
Pre-or-Post-Chorus 126,Gal nobody can tell you nuttinâ€™
Pre-or-Post-Chorus 127,Can you done know your destiny
Pre-or-Post-Chorus 128,Gal nobody can tell you nuttinâ€™
Pre-or-Post-Chorus 129,Can you done know your destiny
Pre-or-Post-Chorus 130,Can you done know your destiny
Pre-or-Post-Chorus 131,From the day me born jah ignite me flame gal a call me name and its me fame
Pre-or-Post-Chorus 132,Its all good girl turn me on
Pre-or-Post-Chorus 133,â€˜Til a early mornâ€™
Pre-or-Post-Chorus 134,Letâ€™s get it on
Pre-or-Post-Chorus 135,â€˜Til a early mornâ€™
Pre-or-Post-Chorus 136,Letâ€™s get it on
Pre-or-Post-Chorus 137,Letâ€™s get it on
Chorus 1,Yo sexy ladies want par with us
Chorus 2,In a the car with us
Chorus 3,Them nah war with us
Chorus 4,In a the club them want flex with us
Chorus 5,To get next to us
Chorus 6,Them cah vex with us
Chorus 7,Letâ€™s get it on â€˜til a early morning
Chorus 8,Girl itâ€™s all good just turn me on
Chorus 9,Yo sexy ladies want par with us
Chorus 10,In a the car with us
Chorus 11,Them nah war with us
Chorus 12,In a the club them want flex with us
Chorus 13,To get next to us
Chorus 14,Them cah vex with us
Chorus 15,Letâ€™s get it on â€˜til a early morning
Chorus 16,Girl itâ€™s all good just turn me on
Chorus 17,Yo sexy ladies want par with us
Chorus 18,In a the car with us
Chorus 19,Them nah war with us
Chorus 20,In a the club them want flex with us
Chorus 21,To get next to us
Chorus 22,Them cah vex with us
Chorus 23,Yo sexy ladies want par with us
Chorus 24,In a the car with us
Chorus 25,Them nah war with us
Chorus 26,In a the club them want flex with us
Chorus 27,To get next to us
Chorus 28,Them cah vex with us
Chorus 29,Letâ€™s get it on â€˜til a early morning
Chorus 30,Girl itâ€™s all good just turn me on
Chorus 31,Letâ€™s get it on â€˜til a early morning
Chorus 32,Girl itâ€™s all good just turn me on
